"Provincias	Condición jurídica	Periodo	Total"
"10 Cáceres	Organismos autónomos y otros	2016	92"
"10 Cáceres	Organismos autónomos y otros	2015	95"
"10 Cáceres	Organismos autónomos y otros	2014	97"
"10 Cáceres	Organismos autónomos y otros	2013	92"
"10 Cáceres	Organismos autónomos y otros	2012	93"
"10 Cáceres	Organismos autónomos y otros	2011	91"
"10 Cáceres	Organismos autónomos y otros	2010	104"
"10 Cáceres	Organismos autónomos y otros	2009	93"
"10 Cáceres	Organismos autónomos y otros	2008	91"
"10 Cáceres	Organismos autónomos y otros	2007	86"
"10 Cáceres	Organismos autónomos y otros	2006	84"
"10 Cáceres	Organismos autónomos y otros	2005	81"
"10 Cáceres	Organismos autónomos y otros	2004	79"
"10 Cáceres	Organismos autónomos y otros	2003	83"
"10 Cáceres	Organismos autónomos y otros	2002	59"
"10 Cáceres	Organismos autónomos y otros	2001	43"
"10 Cáceres	Organismos autónomos y otros	2000	47"
"10 Cáceres	Organismos autónomos y otros	1999	40"
"10 Cáceres	Personas físicas	2024	15.281"
"10 Cáceres	Personas físicas	2023	15.429"
"10 Cáceres	Personas físicas	2022	16.208"
"10 Cáceres	Personas físicas	2021	16.206"
"10 Cáceres	Personas físicas	2020	16.452"
"10 Cáceres	Personas físicas	2019	16.408"
"10 Cáceres	Personas físicas	2018	16.021"
"10 Cáceres	Personas físicas	2017	15.866"
"10 Cáceres	Personas físicas	2016	15.619"
"10 Cáceres	Personas físicas	2015	15.274"
"10 Cáceres	Personas físicas	2014	14.870"
"10 Cáceres	Personas físicas	2013	15.131"
"10 Cáceres	Personas físicas	2012	15.536"
"10 Cáceres	Personas físicas	2011	15.924"
"10 Cáceres	Personas físicas	2010	16.116"
"10 Cáceres	Personas físicas	2009	16.644"
"10 Cáceres	Personas físicas	2008	16.957"
"10 Cáceres	Personas físicas	2007	17.159"
"10 Cáceres	Personas físicas	2006	16.724"
"10 Cáceres	Personas físicas	2005	17.153"
"10 Cáceres	Personas físicas	2004	13.953"
"10 Cáceres	Personas físicas	2003	16.483"
"10 Cáceres	Personas físicas	2002	16.708"
"10 Cáceres	Personas físicas	2001	9.119"
"10 Cáceres	Personas físicas	2000	9.266"
"10 Cáceres	Personas físicas	1999	10.110"
"11 Cádiz	Total	2024	63.651"
"11 Cádiz	Total	2023	62.867"
"11 Cádiz	Total	2022	65.560"
"11 Cádiz	Total	2021	63.833"
"11 Cádiz	Total	2020	63.374"
"11 Cádiz	Total	2019	61.786"
"11 Cádiz	Total	2018	60.690"
"11 Cádiz	Total	2017	60.169"
"11 Cádiz	Total	2016	58.658"
"11 Cádiz	Total	2015	57.813"
"11 Cádiz	Total	2014	56.944"
"11 Cádiz	Total	2013	57.313"
"11 Cádiz	Total	2012	59.027"
"11 Cádiz	Total	2011	60.184"
"11 Cádiz	Total	2010	61.056"
"11 Cádiz	Total	2009	62.817"
"11 Cádiz	Total	2008	64.505"
"11 Cádiz	Total	2007	63.338"
"11 Cádiz	Total	2006	61.691"
"11 Cádiz	Total	2005	58.986"
"11 Cádiz	Total	2004	57.138"
"11 Cádiz	Total	2003	54.462"
"11 Cádiz	Total	2002	52.320"
"11 Cádiz	Total	2001	50.075"
"11 Cádiz	Total	2000	45.886"
"11 Cádiz	Total	1999	46.205"
"11 Cádiz	Sociedades anónimas	2024	497"
"11 Cádiz	Sociedades anónimas	2023	504"
"11 Cádiz	Sociedades anónimas	2022	562"
"11 Cádiz	Sociedades anónimas	2021	594"
"11 Cádiz	Sociedades anónimas	2020	606"
"11 Cádiz	Sociedades anónimas	2019	637"
"11 Cádiz	Sociedades anónimas	2018	786"
"11 Cádiz	Sociedades anónimas	2017	806"
"11 Cádiz	Sociedades anónimas	2016	840"
"11 Cádiz	Sociedades anónimas	2015	880"
"11 Cádiz	Sociedades anónimas	2014	927"
"11 Cádiz	Sociedades anónimas	2013	950"
"11 Cádiz	Sociedades anónimas	2012	1.033"
"11 Cádiz	Sociedades anónimas	2011	1.051"
"11 Cádiz	Sociedades anónimas	2010	1.023"
"11 Cádiz	Sociedades anónimas	2009	1.071"
"11 Cádiz	Sociedades anónimas	2008	1.085"
"11 Cádiz	Sociedades anónimas	2007	1.138"
"11 Cádiz	Sociedades anónimas	2006	1.192"
"11 Cádiz	Sociedades anónimas	2005	1.173"
"11 Cádiz	Sociedades anónimas	2004	1.247"
"11 Cádiz	Sociedades anónimas	2003	1.264"
"11 Cádiz	Sociedades anónimas	2002	1.302"
"11 Cádiz	Sociedades anónimas	2001	1.313"
"11 Cádiz	Sociedades anónimas	2000	1.284"
"11 Cádiz	Sociedades anónimas	1999	1.331"
"11 Cádiz	Sociedades de responsabilidad limitada	2024	17.459"
"11 Cádiz	Sociedades de responsabilidad limitada	2023	16.918"
"11 Cádiz	Sociedades de responsabilidad limitada	2022	18.062"
"11 Cádiz	Sociedades de responsabilidad limitada	2021	17.491"
"11 Cádiz	Sociedades de responsabilidad limitada	2020	17.474"
"11 Cádiz	Sociedades de responsabilidad limitada	2019	17.368"
"11 Cádiz	Sociedades de responsabilidad limitada	2018	17.903"
"11 Cádiz	Sociedades de responsabilidad limitada	2017	17.668"
"11 Cádiz	Sociedades de responsabilidad limitada	2016	17.432"
"11 Cádiz	Sociedades de responsabilidad limitada	2015	17.291"
"11 Cádiz	Sociedades de responsabilidad limitada	2014	17.641"
"11 Cádiz	Sociedades de responsabilidad limitada	2013	17.498"
"11 Cádiz	Sociedades de responsabilidad limitada	2012	17.816"
"11 Cádiz	Sociedades de responsabilidad limitada	2011	17.959"
"11 Cádiz	Sociedades de responsabilidad limitada	2010	18.188"
"11 Cádiz	Sociedades de responsabilidad limitada	2009	18.799"
"11 Cádiz	Sociedades de responsabilidad limitada	2008	19.136"
"11 Cádiz	Sociedades de responsabilidad limitada	2007	18.162"
"11 Cádiz	Sociedades de responsabilidad limitada	2006	16.992"
"11 Cádiz	Sociedades de responsabilidad limitada	2005	15.113"
"11 Cádiz	Sociedades de responsabilidad limitada	2004	14.084"
"11 Cádiz	Sociedades de responsabilidad limitada	2003	12.842"
"11 Cádiz	Sociedades de responsabilidad limitada	2002	11.842"
"11 Cádiz	Sociedades de responsabilidad limitada	2001	10.815"
"11 Cádiz	Sociedades de responsabilidad limitada	2000	9.587"
"11 Cádiz	Sociedades de responsabilidad limitada	1999	8.832"
"11 Cádiz	Sociedades colectivas	2024	1"
"11 Cádiz	Sociedades colectivas	2023	1"
"11 Cádiz	Sociedades colectivas	2022	2"
"11 Cádiz	Sociedades colectivas	2021	2"
"11 Cádiz	Sociedades colectivas	2020	2"
"11 Cádiz	Sociedades colectivas	2019	2"
"11 Cádiz	Sociedades colectivas	2018	3"
"11 Cádiz	Sociedades colectivas	2017	3"
"11 Cádiz	Sociedades colectivas	2016	5"
"11 Cádiz	Sociedades colectivas	2015	5"
"11 Cádiz	Sociedades colectivas	2014	3"
"11 Cádiz	Sociedades colectivas	2013	3"
"11 Cádiz	Sociedades colectivas	2012	2"
"11 Cádiz	Sociedades colectivas	2011	1"
"11 Cádiz	Sociedades colectivas	2010	1"
"11 Cádiz	Sociedades colectivas	2009	2"
"11 Cádiz	Sociedades colectivas	2008	2"
"11 Cádiz	Sociedades colectivas	2007	3"
"11 Cádiz	Sociedades colectivas	2006	5"
"11 Cádiz	Sociedades colectivas	2005	4"
"11 Cádiz	Sociedades colectivas	2004	7"
"11 Cádiz	Sociedades colectivas	2003	4"
"11 Cádiz	Sociedades colectivas	2002	4"
"11 Cádiz	Sociedades colectivas	2001	4"
"11 Cádiz	Sociedades colectivas	2000	4"
"11 Cádiz	Sociedades colectivas	1999	5"
"11 Cádiz	Sociedades comanditarias	2024	0"
"11 Cádiz	Sociedades comanditarias	2023	0"
"11 Cádiz	Sociedades comanditarias	2022	0"
"11 Cádiz	Sociedades comanditarias	2021	0"
"11 Cádiz	Sociedades comanditarias	2020	0"
"11 Cádiz	Sociedades comanditarias	2019	0"
"11 Cádiz	Sociedades comanditarias	2018	0"
"11 Cádiz	Sociedades comanditarias	2017	0"
"11 Cádiz	Sociedades comanditarias	2016	0"
"11 Cádiz	Sociedades comanditarias	2015	0"
"11 Cádiz	Sociedades comanditarias	2014	0"
"11 Cádiz	Sociedades comanditarias	2013	0"
"11 Cádiz	Sociedades comanditarias	2012	0"
"11 Cádiz	Sociedades comanditarias	2011	0"
"11 Cádiz	Sociedades comanditarias	2010	0"
"11 Cádiz	Sociedades comanditarias	2009	0"
"11 Cádiz	Sociedades comanditarias	2008	0"
"11 Cádiz	Sociedades comanditarias	2007	0"
"11 Cádiz	Sociedades comanditarias	2006	0"
"11 Cádiz	Sociedades comanditarias	2005	0"
"11 Cádiz	Sociedades comanditarias	2004	0"
"11 Cádiz	Sociedades comanditarias	2003	0"
"11 Cádiz	Sociedades comanditarias	2002	0"
"11 Cádiz	Sociedades comanditarias	2001	0"
"11 Cádiz	Sociedades comanditarias	2000	0"
"11 Cádiz	Sociedades comanditarias	1999	0"
"11 Cádiz	Comunidades de bienes	2024	1.298"
"11 Cádiz	Comunidades de bienes	2023	1.317"
"11 Cádiz	Comunidades de bienes	2022	1.419"
"11 Cádiz	Comunidades de bienes	2021	1.382"
"11 Cádiz	Comunidades de bienes	2020	1.398"
"11 Cádiz	Comunidades de bienes	2019	1.381"
"11 Cádiz	Comunidades de bienes	2018	1.374"
"11 Cádiz	Comunidades de bienes	2017	1.395"
"11 Cádiz	Comunidades de bienes	2016	1.449"
"11 Cádiz	Comunidades de bienes	2015	1.472"
"11 Cádiz	Comunidades de bienes	2014	1.414"
"11 Cádiz	Comunidades de bienes	2013	1.374"
"11 Cádiz	Comunidades de bienes	2012	1.497"
"11 Cádiz	Comunidades de bienes	2011	1.526"
"11 Cádiz	Comunidades de bienes	2010	1.530"
"11 Cádiz	Comunidades de bienes	2009	1.624"
"11 Cádiz	Comunidades de bienes	2008	1.682"
"11 Cádiz	Comunidades de bienes	2007	1.717"
"11 Cádiz	Comunidades de bienes	2006	1.716"
"11 Cádiz	Comunidades de bienes	2005	1.543"
"11 Cádiz	Comunidades de bienes	2004	1.477"
"11 Cádiz	Comunidades de bienes	2003	1.376"
"11 Cádiz	Comunidades de bienes	2002	1.303"
"11 Cádiz	Comunidades de bienes	2001	1.209"
"11 Cádiz	Comunidades de bienes	2000	1.074"
"11 Cádiz	Comunidades de bienes	1999	1.008"
"11 Cádiz	Sociedades cooperativas	2024	340"
"11 Cádiz	Sociedades cooperativas	2023	347"
"11 Cádiz	Sociedades cooperativas	2022	422"
"11 Cádiz	Sociedades cooperativas	2021	419"
"11 Cádiz	Sociedades cooperativas	2020	418"
"11 Cádiz	Sociedades cooperativas	2019	395"
"11 Cádiz	Sociedades cooperativas	2018	385"
"11 Cádiz	Sociedades cooperativas	2017	395"
"11 Cádiz	Sociedades cooperativas	2016	389"
"11 Cádiz	Sociedades cooperativas	2015	380"
"11 Cádiz	Sociedades cooperativas	2014	384"
"11 Cádiz	Sociedades cooperativas	2013	393"
"11 Cádiz	Sociedades cooperativas	2012	419"
"11 Cádiz	Sociedades cooperativas	2011	444"
"11 Cádiz	Sociedades cooperativas	2010	464"
"11 Cádiz	Sociedades cooperativas	2009	501"
"11 Cádiz	Sociedades cooperativas	2008	536"
"11 Cádiz	Sociedades cooperativas	2007	578"
"11 Cádiz	Sociedades cooperativas	2006	614"
"11 Cádiz	Sociedades cooperativas	2005	607"
"11 Cádiz	Sociedades cooperativas	2004	607"
"11 Cádiz	Sociedades cooperativas	2003	582"
"11 Cádiz	Sociedades cooperativas	2002	556"
"11 Cádiz	Sociedades cooperativas	2001	546"
"11 Cádiz	Sociedades cooperativas	2000	508"
"11 Cádiz	Sociedades cooperativas	1999	513"
"11 Cádiz	Asociaciones y otros tipos	2024	2.225"
"11 Cádiz	Asociaciones y otros tipos	2023	2.225"
"11 Cádiz	Asociaciones y otros tipos	2022	2.437"
"11 Cádiz	Asociaciones y otros tipos	2021	2.367"
"11 Cádiz	Asociaciones y otros tipos	2020	2.395"
"11 Cádiz	Asociaciones y otros tipos	2019	2.332"
"11 Cádiz	Asociaciones y otros tipos	2018	2.240"
"11 Cádiz	Asociaciones y otros tipos	2017	2.242"
"11 Cádiz	Asociaciones y otros tipos	2016	2.596"
"11 Cádiz	Asociaciones y otros tipos	2015	2.642"
"11 Cádiz	Asociaciones y otros tipos	2014	2.599"
"11 Cádiz	Asociaciones y otros tipos	2013	2.363"
"11 Cádiz	Asociaciones y otros tipos	2012	2.413"
"11 Cádiz	Asociaciones y otros tipos	2011	2.311"
"11 Cádiz	Asociaciones y otros tipos	2010	2.150"
"11 Cádiz	Asociaciones y otros tipos	2009	2.079"
"11 Cádiz	Asociaciones y otros tipos	2008	1.966"
"11 Cádiz	Asociaciones y otros tipos	2007	1.745"
"11 Cádiz	Asociaciones y otros tipos	2006	1.599"
"11 Cádiz	Asociaciones y otros tipos	2005	1.332"
"11 Cádiz	Asociaciones y otros tipos	2004	1.329"
"11 Cádiz	Asociaciones y otros tipos	2003	1.186"
"11 Cádiz	Asociaciones y otros tipos	2002	1.085"
"11 Cádiz	Asociaciones y otros tipos	2001	991"
"11 Cádiz	Asociaciones y otros tipos	2000	911"
"11 Cádiz	Asociaciones y otros tipos	1999	778"
"11 Cádiz	Organismos autónomos y otros	2024	190"
"11 Cádiz	Organismos autónomos y otros	2023	194"
"11 Cádiz	Organismos autónomos y otros	2022	204"
"11 Cádiz	Organismos autónomos y otros	2021	203"
"11 Cádiz	Organismos autónomos y otros	2020	208"
"11 Cádiz	Organismos autónomos y otros	2019	210"
"11 Cádiz	Organismos autónomos y otros	2018	209"
"11 Cádiz	Organismos autónomos y otros	2017	212"
"11 Cádiz	Organismos autónomos y otros	2016	212"
"11 Cádiz	Organismos autónomos y otros	2015	214"
"11 Cádiz	Organismos autónomos y otros	2014	218"
"11 Cádiz	Organismos autónomos y otros	2013	223"
"11 Cádiz	Organismos autónomos y otros	2012	222"
"11 Cádiz	Organismos autónomos y otros	2011	224"
"11 Cádiz	Organismos autónomos y otros	2010	210"
"11 Cádiz	Organismos autónomos y otros	2009	216"
"11 Cádiz	Organismos autónomos y otros	2008	218"
"11 Cádiz	Organismos autónomos y otros	2007	217"
"11 Cádiz	Organismos autónomos y otros	2006	206"
"11 Cádiz	Organismos autónomos y otros	2005	202"
"11 Cádiz	Organismos autónomos y otros	2004	205"
"11 Cádiz	Organismos autónomos y otros	2003	200"
"11 Cádiz	Organismos autónomos y otros	2002	95"
"11 Cádiz	Organismos autónomos y otros	2001	91"
"11 Cádiz	Organismos autónomos y otros	2000	86"
"11 Cádiz	Organismos autónomos y otros	1999	84"
"11 Cádiz	Personas físicas	2024	41.641"
"11 Cádiz	Personas físicas	2023	41.361"
"11 Cádiz	Personas físicas	2022	42.452"
"11 Cádiz	Personas físicas	2021	41.375"
"11 Cádiz	Personas físicas	2020	40.873"
"11 Cádiz	Personas físicas	2019	39.461"
"11 Cádiz	Personas físicas	2018	37.790"
"11 Cádiz	Personas físicas	2017	37.448"
"11 Cádiz	Personas físicas	2016	35.735"
"11 Cádiz	Personas físicas	2015	34.929"
"11 Cádiz	Personas físicas	2014	33.758"
"11 Cádiz	Personas físicas	2013	34.509"
"11 Cádiz	Personas físicas	2012	35.625"
"11 Cádiz	Personas físicas	2011	36.668"
"11 Cádiz	Personas físicas	2010	37.490"
"11 Cádiz	Personas físicas	2009	38.525"
"11 Cádiz	Personas físicas	2008	39.880"
"11 Cádiz	Personas físicas	2007	39.778"
"11 Cádiz	Personas físicas	2006	39.367"
"11 Cádiz	Personas físicas	2005	39.012"
"11 Cádiz	Personas físicas	2004	38.182"
"11 Cádiz	Personas físicas	2003	37.008"
"11 Cádiz	Personas físicas	2002	36.133"
"11 Cádiz	Personas físicas	2001	35.106"
"11 Cádiz	Personas físicas	2000	32.432"
"11 Cádiz	Personas físicas	1999	33.654"
"39 Cantabria	Total	2024	38.005"
"39 Cantabria	Total	2023	37.801"
"39 Cantabria	Total	2022	38.960"
"39 Cantabria	Total	2021	38.636"
"39 Cantabria	Total	2020	38.880"
"39 Cantabria	Total	2019	38.702"
"39 Cantabria	Total	2018	38.522"
"39 Cantabria	Total	2017	38.459"
"39 Cantabria	Total	2016	37.696"
"39 Cantabria	Total	2015	37.332"
"39 Cantabria	Total	2014	36.698"
"39 Cantabria	Total	2013	37.190"
"39 Cantabria	Total	2012	38.137"
"39 Cantabria	Total	2011	38.867"
"39 Cantabria	Total	2010	39.024"
"39 Cantabria	Total	2009	39.611"
"39 Cantabria	Total	2008	40.393"
"39 Cantabria	Total	2007	39.560"
"39 Cantabria	Total	2006	37.690"
"39 Cantabria	Total	2005	36.561"
"39 Cantabria	Total	2004	35.649"
"39 Cantabria	Total	2003	34.017"
"39 Cantabria	Total	2002	33.017"
"39 Cantabria	Total	2001	32.288"
"39 Cantabria	Total	2000	32.449"
"39 Cantabria	Total	1999	31.447"
"39 Cantabria	Sociedades anónimas	2024	521"
"39 Cantabria	Sociedades anónimas	2023	523"
"39 Cantabria	Sociedades anónimas	2022	539"
"39 Cantabria	Sociedades anónimas	2021	575"
"39 Cantabria	Sociedades anónimas	2020	606"
"39 Cantabria	Sociedades anónimas	2019	629"
"39 Cantabria	Sociedades anónimas	2018	703"
"39 Cantabria	Sociedades anónimas	2017	721"
"39 Cantabria	Sociedades anónimas	2016	755"
"39 Cantabria	Sociedades anónimas	2015	788"
"39 Cantabria	Sociedades anónimas	2014	825"
"39 Cantabria	Sociedades anónimas	2013	863"
"39 Cantabria	Sociedades anónimas	2012	908"
"39 Cantabria	Sociedades anónimas	2011	925"
"39 Cantabria	Sociedades anónimas	2010	926"
"39 Cantabria	Sociedades anónimas	2009	944"
"39 Cantabria	Sociedades anónimas	2008	976"
"39 Cantabria	Sociedades anónimas	2007	996"
"39 Cantabria	Sociedades anónimas	2006	1.018"
"39 Cantabria	Sociedades anónimas	2005	1.036"
"39 Cantabria	Sociedades anónimas	2004	1.052"
"39 Cantabria	Sociedades anónimas	2003	1.045"
"39 Cantabria	Sociedades anónimas	2002	1.092"
"39 Cantabria	Sociedades anónimas	2001	1.115"
"39 Cantabria	Sociedades anónimas	2000	1.141"
"39 Cantabria	Sociedades anónimas	1999	1.141"
"39 Cantabria	Sociedades de responsabilidad limitada	2024	10.276"
"39 Cantabria	Sociedades de responsabilidad limitada	2023	10.070"
"39 Cantabria	Sociedades de responsabilidad limitada	2022	10.326"
"39 Cantabria	Sociedades de responsabilidad limitada	2021	10.317"
"39 Cantabria	Sociedades de responsabilidad limitada	2020	10.314"
"39 Cantabria	Sociedades de responsabilidad limitada	2019	10.496"
"39 Cantabria	Sociedades de responsabilidad limitada	2018	10.557"
"39 Cantabria	Sociedades de responsabilidad limitada	2017	10.534"
"39 Cantabria	Sociedades de responsabilidad limitada	2016	10.166"
"39 Cantabria	Sociedades de responsabilidad limitada	2015	10.173"
"39 Cantabria	Sociedades de responsabilidad limitada	2014	10.092"
"39 Cantabria	Sociedades de responsabilidad limitada	2013	10.121"
"39 Cantabria	Sociedades de responsabilidad limitada	2012	10.249"
"39 Cantabria	Sociedades de responsabilidad limitada	2011	10.283"
"39 Cantabria	Sociedades de responsabilidad limitada	2010	10.176"
"39 Cantabria	Sociedades de responsabilidad limitada	2009	10.266"
"39 Cantabria	Sociedades de responsabilidad limitada	2008	10.283"
"39 Cantabria	Sociedades de responsabilidad limitada	2007	9.606"
"39 Cantabria	Sociedades de responsabilidad limitada	2006	8.795"
"39 Cantabria	Sociedades de responsabilidad limitada	2005	8.067"
"39 Cantabria	Sociedades de responsabilidad limitada	2004	7.440"
"39 Cantabria	Sociedades de responsabilidad limitada	2003	6.836"
"39 Cantabria	Sociedades de responsabilidad limitada	2002	6.373"
"39 Cantabria	Sociedades de responsabilidad limitada	2001	5.922"
"39 Cantabria	Sociedades de responsabilidad limitada	2000	5.566"
"39 Cantabria	Sociedades de responsabilidad limitada	1999	5.087"
"39 Cantabria	Sociedades colectivas	2024	0"
"39 Cantabria	Sociedades colectivas	2023	0"
"39 Cantabria	Sociedades colectivas	2022	0"
"39 Cantabria	Sociedades colectivas	2021	0"
"39 Cantabria	Sociedades colectivas	2020	0"
"39 Cantabria	Sociedades colectivas	2019	1"
"39 Cantabria	Sociedades colectivas	2018	1"
"39 Cantabria	Sociedades colectivas	2017	1"
"39 Cantabria	Sociedades colectivas	2016	1"
"39 Cantabria	Sociedades colectivas	2015	1"
"39 Cantabria	Sociedades colectivas	2014	2"
"39 Cantabria	Sociedades colectivas	2013	3"
"39 Cantabria	Sociedades colectivas	2012	3"
"39 Cantabria	Sociedades colectivas	2011	3"
"39 Cantabria	Sociedades colectivas	2010	3"
"39 Cantabria	Sociedades colectivas	2009	3"
"39 Cantabria	Sociedades colectivas	2008	3"
"39 Cantabria	Sociedades colectivas	2007	3"
"39 Cantabria	Sociedades colectivas	2006	3"
"39 Cantabria	Sociedades colectivas	2005	3"
"39 Cantabria	Sociedades colectivas	2004	4"
"39 Cantabria	Sociedades colectivas	2003	4"
"39 Cantabria	Sociedades colectivas	2002	5"
"39 Cantabria	Sociedades colectivas	2001	6"
"39 Cantabria	Sociedades colectivas	2000	6"
"39 Cantabria	Sociedades colectivas	1999	4"
"39 Cantabria	Sociedades comanditarias	2024	1"
"39 Cantabria	Sociedades comanditarias	2023	1"
"39 Cantabria	Sociedades comanditarias	2022	1"
"39 Cantabria	Sociedades comanditarias	2021	1"
"39 Cantabria	Sociedades comanditarias	2020	1"
"39 Cantabria	Sociedades comanditarias	2019	0"
"39 Cantabria	Sociedades comanditarias	2018	0"
"39 Cantabria	Sociedades comanditarias	2017	0"
